Version 1

Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Score (MFE),RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,Score (Frag),FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,1,,,Cpd 1: 1.391,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,249983,,44.0000,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,1.538,,,57000,,,2,Positive,,,,,,44.0000,,,1.391,,1.291,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,2,,,Cpd 2: 1.520,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,299716,,41.0000,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,1.588,,,61518,,,8,Positive,,,,,,41.0000,,,1.520,,1.487,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,3,,,Cpd 3: 1.659,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,88935,,63.7500,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,1.784,,,13869,,,5,Positive,,,,,,63.7500,,,1.659,,1.616,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,4,,,Cpd 4: 1.810,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,253229,,41.0000,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,1.871,,,51035,,,10,Positive,,,,,,41.0000,,,1.810,,1.767,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,5,,,Cpd 5: 1.868,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,44887,,53.8600,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,1.942,,,6828,,,6,Positive,,,,,,53.8600,,,1.868,,1.824,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,6,,,Cpd 6: 1.911,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,304466,,44.0000,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,1.987,,,100032,,,5,Positive,,,,,,44.0000,,,1.911,,1.879,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,7,,,Cpd 7: 2.634,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,536714,,44.8600,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,2.744,,,183580,,,3,Positive,,,,,,44.8600,,,2.634,,2.600,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,8,,,Cpd 8: 2.931,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,160434,,56.0000,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,3.054,,,36425,,,4,Positive,,,,,,56.0000,,,2.931,,2.885,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,9,,,Cpd 9: 3.086,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,169444,,42.9900,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,3.212,,,47378,,,4,Positive,,,,,,42.9900,,,3.086,,3.049,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
,,,,,,,,,,,,,,,,,,,,,,10,,,Cpd 10: 3.382,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,121367,,42.9900,,,,C:\Users\55129944\OneDrive - MMU (1)\PhD\Labs\TD_Markes_2022\Groupings\Categories\Plastic_Cups\PC_Sample_3_USE_04_3.D,3.475,,,12338,,,5,Positive,,,,,,42.9900,,,3.382,,3.332,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample USE_04 #3 Tube #829227 2022-07-28,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success,
